activity_id,date,intensity
7,2014-07-31 21:25:38,9
7,2014-07-31 21:25:49,9
7,2014-07-31 21:25:59,9
6,2014-07-31 21:26:09,9
7,2014-07-31 21:26:20,8
7,2014-07-31 21:26:30,9
7,2014-07-31 21:26:40,9
6,2014-07-31 21:26:51,9
7,2014-07-31 21:27:01,9
7,2014-07-31 21:27:11,9
7,2014-07-31 21:27:22,2
7,2014-07-31 21:27:32,
6,2014-07-31 21:27:42,
7,2014-07-31 21:27:52,6
7,2014-07-31 21:28:03,9
6,2014-07-31 21:28:13,7
7,2014-07-31 21:28:23,9
7,2014-07-31 21:28:34,9
7,2014-07-31 21:28:44,9
7,2014-07-31 21:28:54,9
7,2014-07-31 21:29:05,9
7,2014-07-31 21:29:15,9
7,2014-07-31 21:29:25,9
7,2014-07-31 21:29:35,9
6,2014-07-31 21:29:46,9
7,2014-07-31 21:29:56,9
7,2014-07-31 21:30:06,9
7,2014-07-31 21:30:17,9
7,2014-07-31 21:30:27,9
7,2014-07-31 21:30:37,9
7,2014-07-31 21:30:48,9
7,2014-07-31 21:30:58,9
7,2014-07-31 21:31:08,9
7,2014-07-31 21:31:19,9
7,2014-07-31 21:31:29,9
7,2014-07-31 21:31:39,9
7,2014-07-31 21:31:49,9
7,2014-07-31 21:32:00,9
7,2014-07-31 21:32:10,9
7,2014-07-31 21:32:20,9
6,2014-07-31 21:32:31,9
7,2014-07-31 21:32:41,9
7,2014-07-31 21:32:51,9
7,2014-07-31 21:33:02,9
7,2014-07-31 21:33:12,10
7,2014-07-31 21:33:22,9
7,2014-07-31 21:33:32,9
7,2014-07-31 21:33:43,9
7,2014-07-31 21:33:53,11
7,2014-07-31 21:34:03,9
7,2014-07-31 21:34:14,10
7,2014-07-31 21:34:24,9
7,2014-07-31 21:34:34,9
7,2014-07-31 21:34:45,9
7,2014-07-31 21:34:55,9
7,2014-07-31 21:35:05,9
7,2014-07-31 21:35:16,9
7,2014-07-31 21:35:26,9
7,2014-07-31 21:35:36,10
7,2014-07-31 21:35:46,9
6,2014-07-31 21:35:57,9
7,2014-07-31 21:36:07,9
7,2014-07-31 21:36:17,8
7,2014-07-31 21:36:28,9
7,2014-07-31 21:36:38,9
7,2014-07-31 21:36:48,9
7,2014-07-31 21:36:59,9
7,2014-07-31 21:37:09,9
7,2014-07-31 21:37:19,9
7,2014-07-31 21:37:29,9
7,2014-07-31 21:37:40,9
7,2014-07-31 21:37:50,9
7,2014-07-31 21:38:00,9
7,2014-07-31 21:38:11,9
7,2014-07-31 21:38:21,9
7,2014-07-31 21:38:31,10
7,2014-07-31 21:38:42,9
7,2014-07-31 21:38:52,9
7,2014-07-31 21:39:02,9
7,2014-07-31 21:39:13,9
6,2014-07-31 21:39:23,9
7,2014-07-31 21:39:33,9
7,2014-07-31 21:39:43,9
7,2014-07-31 21:39:54,9
7,2014-07-31 21:40:04,9
7,2014-07-31 21:40:14,10
7,2014-07-31 21:40:25,10
7,2014-07-31 21:40:35,9
7,2014-07-31 21:40:45,9
7,2014-07-31 21:40:56,10
7,2014-07-31 21:41:06,9
6,2014-07-31 21:41:16,9
7,2014-07-31 21:41:26,9
7,2014-07-31 21:41:37,9
7,2014-07-31 21:41:47,9
6,2014-07-31 21:41:57,9
7,2014-07-31 21:42:08,9
7,2014-07-31 21:42:18,7
7,2014-07-31 21:42:28,1
7,2014-07-31 21:42:39,1
7,2014-07-31 21:42:49,1
7,2014-07-31 21:42:59,1
7,2014-07-31 21:43:09,1
7,2014-07-31 21:43:20,1
7,2014-07-31 21:43:30,1
7,2014-07-31 21:43:40,
7,2014-07-31 21:43:51,
6,2014-07-31 21:44:01,1
7,2014-07-31 21:44:11,
7,2014-07-31 21:44:22,
7,2014-07-31 21:44:32,
7,2014-07-31 21:44:42,
7,2014-07-31 21:44:53,
6,2014-07-31 21:45:03,
6,2014-07-31 21:45:13,
7,2014-07-31 21:45:23,
7,2014-07-31 21:45:34,
7,2014-07-31 21:45:44,
7,2014-07-31 21:45:54,
7,2014-07-31 21:46:05,
7,2014-07-31 21:46:15,
6,2014-07-31 21:46:25,
7,2014-07-31 21:46:36,
7,2014-07-31 21:46:46,
7,2014-07-31 21:46:56,
7,2014-07-31 21:47:06,
7,2014-07-31 21:47:17,
7,2014-07-31 21:47:27,
7,2014-07-31 21:47:37,
6,2014-07-31 21:47:48,
6,2014-07-31 21:47:58,
7,2014-07-31 21:48:08,
6,2014-07-31 21:48:19,
7,2014-07-31 21:48:29,
7,2014-07-31 21:48:39,
7,2014-07-31 21:48:50,
7,2014-07-31 21:49:01,
7,2014-07-31 21:49:11,
7,2014-07-31 21:49:21,
7,2014-07-31 21:49:32,
7,2014-07-31 21:49:42,
7,2014-07-31 21:49:52,
7,2014-07-31 21:50:03,
7,2014-07-31 21:50:13,
7,2014-07-31 21:50:23,
7,2014-07-31 21:50:34,
7,2014-07-31 21:50:44,
7,2014-07-31 21:50:54,
7,2014-07-31 21:51:05,
7,2014-07-31 21:51:15,
7,2014-07-31 21:51:25,
7,2014-07-31 21:51:35,
6,2014-07-31 21:51:46,
6,2014-07-31 21:51:56,
6,2014-07-31 21:52:06,
6,2014-07-31 21:52:17,
6,2014-07-31 21:52:27,
6,2014-07-31 21:52:37,
6,2014-07-31 21:52:48,
7,2014-07-31 21:52:58,
7,2014-07-31 21:53:08,
7,2014-07-31 21:53:19,
7,2014-07-31 21:53:29,
7,2014-07-31 21:53:39,
7,2014-07-31 21:53:50,
7,2014-07-31 21:54:00,
7,2014-07-31 21:54:10,
7,2014-07-31 21:54:21,
7,2014-07-31 21:54:31,
7,2014-07-31 21:54:41,
6,2014-07-31 21:54:52,
6,2014-07-31 21:55:02,
6,2014-07-31 21:55:12,
6,2014-07-31 21:55:23,
7,2014-07-31 21:55:33,
7,2014-07-31 21:55:43,
7,2014-07-31 21:55:54,
7,2014-07-31 21:56:04,
7,2014-07-31 21:56:14,
7,2014-07-31 21:56:25,
7,2014-07-31 21:56:35,
6,2014-07-31 21:56:45,
6,2014-07-31 21:56:56,
7,2014-07-31 21:57:06,
7,2014-07-31 21:57:16,
7,2014-07-31 21:57:27,
6,2014-07-31 21:57:37,
7,2014-07-31 21:57:47,
6,2014-07-31 21:57:58,
6,2014-07-31 21:58:08,
7,2014-07-31 21:58:18,
7,2014-07-31 21:58:29,
7,2014-07-31 21:58:49,
7,2014-07-31 21:58:59,
7,2014-07-31 21:59:10,
7,2014-07-31 21:58:39,
7,2014-07-31 21:59:20,
7,2014-07-31 21:59:30,
7,2014-07-31 21:59:41,
7,2014-07-31 21:59:51,
7,2014-07-31 22:00:01,
7,2014-07-31 22:00:12,
7,2014-07-31 22:00:22,
7,2014-07-31 22:00:32,
7,2014-07-31 22:00:43,
7,2014-07-31 22:00:53,
7,2014-07-31 22:01:03,
7,2014-07-31 22:01:14,
7,2014-07-31 22:01:24,
7,2014-07-31 22:01:34,
7,2014-07-31 22:01:45,
7,2014-07-31 22:01:55,
7,2014-07-31 22:02:05,
7,2014-07-31 22:02:16,
6,2014-07-31 22:02:26,
7,2014-07-31 22:02:36,
6,2014-07-31 22:02:47,
7,2014-07-31 22:02:57,
6,2014-07-31 22:03:07,
7,2014-07-31 22:03:18,
6,2014-07-31 22:03:28,
6,2014-07-31 22:03:38,
6,2014-07-31 22:03:49,
6,2014-07-31 22:03:59,4
6,2014-07-31 22:04:09,4
6,2014-07-31 22:04:20,4
7,2014-07-31 22:04:30,4
6,2014-07-31 22:04:40,6
6,2014-07-31 22:04:51,3
5,2014-07-31 22:05:01,1
6,2014-07-31 22:05:22,
5,2014-07-31 22:05:32,1
6,2014-07-31 22:05:42,
6,2014-07-31 22:05:53,
5,2014-07-31 22:05:11,1
7,2014-07-31 22:06:03,
7,2014-07-31 22:06:13,
6,2014-07-31 22:06:23,
6,2014-07-31 22:06:34,
6,2014-07-31 22:06:44,
6,2014-07-31 22:06:54,
6,2014-07-31 22:07:05,
6,2014-07-31 22:07:15,1
6,2014-07-31 22:07:25,
6,2014-07-31 22:07:36,
7,2014-07-31 22:07:46,
6,2014-07-31 22:07:56,
7,2014-07-31 22:08:07,
7,2014-07-31 22:08:17,
7,2014-07-31 22:08:27,
7,2014-07-31 22:08:38,
6,2014-07-31 22:08:48,
6,2014-07-31 22:08:58,
6,2014-07-31 22:09:09,
7,2014-07-31 22:09:19,
7,2014-07-31 22:09:29,
7,2014-07-31 22:09:40,
7,2014-07-31 22:09:50,
7,2014-07-31 22:10:00,
7,2014-07-31 22:10:11,
7,2014-07-31 22:10:21,
7,2014-07-31 22:10:31,
7,2014-07-31 22:10:42,
7,2014-07-31 22:10:52,
7,2014-07-31 22:11:02,
7,2014-07-31 22:11:13,
7,2014-07-31 22:11:23,
7,2014-07-31 22:11:33,
7,2014-07-31 22:11:44,
7,2014-07-31 22:11:54,
7,2014-07-31 22:12:04,
7,2014-07-31 22:12:15,
7,2014-07-31 22:12:25,
7,2014-07-31 22:12:35,
7,2014-07-31 22:12:46,
7,2014-07-31 22:12:56,
7,2014-07-31 22:13:06,
7,2014-07-31 22:13:17,
7,2014-07-31 22:13:27,
7,2014-07-31 22:13:37,
7,2014-07-31 22:13:48,
7,2014-07-31 22:13:58,
7,2014-07-31 22:14:08,
7,2014-07-31 22:14:18,
7,2014-07-31 22:14:29,
7,2014-07-31 22:14:39,
7,2014-07-31 22:14:49,
7,2014-07-31 22:15:00,
7,2014-07-31 22:15:10,
7,2014-07-31 22:15:20,
7,2014-07-31 22:15:31,
7,2014-07-31 22:15:41,
7,2014-07-31 22:15:51,1
7,2014-07-31 22:16:02,
7,2014-07-31 22:16:12,
7,2014-07-31 22:16:22,
7,2014-07-31 22:16:33,
7,2014-07-31 22:16:43,
7,2014-07-31 22:16:53,
7,2014-07-31 22:17:04,
7,2014-07-31 22:17:14,1
7,2014-07-31 22:17:24,
7,2014-07-31 22:17:35,
7,2014-07-31 22:17:45,
7,2014-07-31 22:17:55,
7,2014-07-31 22:18:06,
7,2014-07-31 22:18:16,
7,2014-07-31 22:18:26,
7,2014-07-31 22:18:37,
7,2014-07-31 22:18:47,
7,2014-07-31 22:18:57,
7,2014-07-31 22:19:08,
7,2014-07-31 22:19:18,
7,2014-07-31 22:19:28,
7,2014-07-31 22:19:39,
8,2014-07-31 22:19:49,
8,2014-07-31 22:19:59,
8,2014-07-31 22:20:10,
8,2014-07-31 22:20:20,
8,2014-07-31 22:20:30,
8,2014-07-31 22:20:41,
8,2014-07-31 22:20:51,
8,2014-07-31 22:21:01,
8,2014-07-31 22:21:12,
8,2014-07-31 22:21:22,
8,2014-07-31 22:21:32,
8,2014-07-31 22:21:42,
8,2014-07-31 22:21:53,
8,2014-07-31 22:22:03,
8,2014-07-31 22:22:13,
8,2014-07-31 22:22:24,
8,2014-07-31 22:22:34,
8,2014-07-31 22:22:44,
8,2014-07-31 22:22:55,
8,2014-07-31 22:23:05,
8,2014-07-31 22:23:15,
8,2014-07-31 22:23:26,
8,2014-07-31 22:23:36,
8,2014-07-31 22:23:46,
8,2014-07-31 22:23:57,
8,2014-07-31 22:24:07,
8,2014-07-31 22:24:17,
8,2014-07-31 22:24:28,
8,2014-07-31 22:24:38,
8,2014-07-31 22:24:59,
8,2014-07-31 22:25:09,
8,2014-07-31 22:25:19,
8,2014-07-31 22:25:30,
8,2014-07-31 22:25:40,
8,2014-07-31 22:25:50,
8,2014-07-31 22:24:48,
8,2014-07-31 22:26:01,
8,2014-07-31 22:26:11,1
8,2014-07-31 22:26:21,
8,2014-07-31 22:26:32,
8,2014-07-31 22:26:42,
8,2014-07-31 22:26:52,
8,2014-07-31 22:27:03,
8,2014-07-31 22:27:13,
8,2014-07-31 22:27:23,
8,2014-07-31 22:27:34,
8,2014-07-31 22:27:44,
8,2014-07-31 22:27:54,
8,2014-07-31 22:28:05,
8,2014-07-31 22:28:15,
8,2014-07-31 22:28:25,
8,2014-07-31 22:28:36,
8,2014-07-31 22:28:46,1
8,2014-07-31 22:28:56,
8,2014-07-31 22:29:06,
8,2014-07-31 22:29:17,1
8,2014-07-31 22:29:27,
8,2014-07-31 22:29:37,
8,2014-07-31 22:29:48,
8,2014-07-31 22:29:58,
8,2014-07-31 22:30:08,
8,2014-07-31 22:30:19,
8,2014-07-31 22:30:29,
8,2014-07-31 22:30:39,
8,2014-07-31 22:30:50,
8,2014-07-31 22:31:00,
8,2014-07-31 22:31:10,
8,2014-07-31 22:31:21,
8,2014-07-31 22:31:31,
8,2014-07-31 22:31:41,
8,2014-07-31 22:31:52,
8,2014-07-31 22:32:02,
8,2014-07-31 22:32:12,
8,2014-07-31 22:32:23,
8,2014-07-31 22:32:33,
8,2014-07-31 22:32:43,
8,2014-07-31 22:32:54,
8,2014-07-31 22:33:04,
8,2014-07-31 22:33:14,
8,2014-07-31 22:33:25,1
8,2014-07-31 22:33:35,
8,2014-07-31 22:33:45,1
8,2014-07-31 22:33:56,
8,2014-07-31 22:34:06,
8,2014-07-31 22:34:16,1
8,2014-07-31 22:34:27,
8,2014-07-31 22:34:37,
8,2014-07-31 22:34:47,
8,2014-07-31 22:34:58,
8,2014-07-31 22:35:08,
8,2014-07-31 22:35:18,
8,2014-07-31 22:35:29,
8,2014-07-31 22:35:39,
8,2014-07-31 22:35:49,
8,2014-07-31 22:36:00,1
8,2014-07-31 22:36:10,1
8,2014-07-31 22:36:20,1
8,2014-07-31 22:36:30,1
8,2014-07-31 22:36:41,
8,2014-07-31 22:36:51,
8,2014-07-31 22:37:01,
8,2014-07-31 22:37:12,
8,2014-07-31 22:37:22,
8,2014-07-31 22:37:32,
8,2014-07-31 22:37:43,
8,2014-07-31 22:37:53,
8,2014-07-31 22:38:03,
8,2014-07-31 22:38:14,
8,2014-07-31 22:38:24,
7,2014-07-31 22:38:34,1
8,2014-07-31 22:38:45,
8,2014-07-31 22:38:55,
8,2014-07-31 22:39:05,
8,2014-07-31 22:39:16,
8,2014-07-31 22:39:26,
8,2014-07-31 22:39:36,
7,2014-07-31 22:39:47,2
8,2014-07-31 22:39:57,
8,2014-07-31 22:40:07,
8,2014-07-31 22:40:18,
8,2014-07-31 22:40:28,
8,2014-07-31 22:40:38,
8,2014-07-31 22:40:49,1
8,2014-07-31 22:40:59,1
8,2014-07-31 22:41:09,
8,2014-07-31 22:41:20,
8,2014-07-31 22:41:30,
8,2014-07-31 22:41:40,
8,2014-07-31 22:41:51,
8,2014-07-31 22:42:01,
8,2014-07-31 22:42:11,
8,2014-07-31 22:42:22,
8,2014-07-31 22:42:32,
8,2014-07-31 22:42:42,
8,2014-07-31 22:42:53,
8,2014-07-31 22:43:03,
8,2014-07-31 22:43:13,
8,2014-07-31 22:43:24,
8,2014-07-31 22:43:34,
8,2014-07-31 22:43:44,
8,2014-07-31 22:43:54,
8,2014-07-31 22:44:05,
8,2014-07-31 22:44:15,
8,2014-07-31 22:44:25,
8,2014-07-31 22:44:36,
8,2014-07-31 22:44:46,
8,2014-07-31 22:44:56,
8,2014-07-31 22:45:07,
8,2014-07-31 22:45:17,
8,2014-07-31 22:45:27,
8,2014-07-31 22:45:38,
8,2014-07-31 22:45:48,
8,2014-07-31 22:45:58,
8,2014-07-31 22:46:09,
8,2014-07-31 22:46:19,1
8,2014-07-31 22:46:29,
8,2014-07-31 22:46:40,
8,2014-07-31 22:46:50,
8,2014-07-31 22:47:00,
8,2014-07-31 22:47:11,
8,2014-07-31 22:47:21,1
8,2014-07-31 22:47:31,
8,2014-07-31 22:47:42,
8,2014-07-31 22:47:52,1
8,2014-07-31 22:48:02,
8,2014-07-31 22:48:13,
8,2014-07-31 22:48:23,
8,2014-07-31 22:48:33,1
8,2014-07-31 22:48:44,1
8,2014-07-31 22:48:54,
8,2014-07-31 22:49:04,
8,2014-07-31 22:49:15,
8,2014-07-31 22:49:25,
8,2014-07-31 22:49:35,1
8,2014-07-31 22:49:46,1
6,2014-07-31 22:49:56,4
8,2014-07-31 22:50:06,1
8,2014-07-31 22:50:27,
8,2014-07-31 22:50:17,
8,2014-07-31 22:50:37,
8,2014-07-31 22:50:48,
8,2014-07-31 22:50:58,
8,2014-07-31 22:51:08,
8,2014-07-31 22:51:18,
8,2014-07-31 22:51:29,
8,2014-07-31 22:51:39,
8,2014-07-31 22:51:49,
8,2014-07-31 22:52:00,
8,2014-07-31 22:52:10,
7,2014-07-31 22:52:20,2
8,2014-07-31 22:52:31,
8,2014-07-31 22:52:41,1
8,2014-07-31 22:52:51,
8,2014-07-31 22:53:02,
8,2014-07-31 22:53:12,
8,2014-07-31 22:53:22,
8,2014-07-31 22:53:33,
8,2014-07-31 22:53:43,1
8,2014-07-31 22:53:53,1
8,2014-07-31 22:54:04,
8,2014-07-31 22:54:14,
8,2014-07-31 22:54:24,
8,2014-07-31 22:54:35,1
7,2014-07-31 22:54:45,3
8,2014-07-31 22:54:55,2
7,2014-07-31 22:55:06,3
5,2014-07-31 22:55:16,4
6,2014-07-31 22:55:26,4
7,2014-07-31 22:55:37,3
8,2014-07-31 22:55:47,
8,2014-07-31 22:55:57,2
8,2014-07-31 22:56:08,
8,2014-07-31 22:56:18,
7,2014-07-31 22:56:28,1
6,2014-07-31 22:56:39,4
6,2014-07-31 22:56:49,4
6,2014-07-31 22:56:59,4
8,2014-07-31 22:57:10,1
7,2014-07-31 22:57:20,3
7,2014-07-31 22:57:30,3
8,2014-07-31 22:57:41,
8,2014-07-31 22:57:51,
8,2014-07-31 22:58:01,
8,2014-07-31 22:58:12,
8,2014-07-31 22:58:22,
7,2014-07-31 22:58:32,3
6,2014-07-31 22:58:42,4
6,2014-07-31 22:58:53,3
7,2014-07-31 22:59:03,3
7,2014-07-31 22:59:13,3
6,2014-07-31 22:59:24,3
6,2014-07-31 22:59:34,
6,2014-07-31 22:59:44,
6,2014-07-31 22:59:55,
6,2014-07-31 23:00:05,
7,2014-07-31 23:00:15,
6,2014-07-31 23:00:26,
6,2014-07-31 23:00:36,
6,2014-07-31 23:00:46,
6,2014-07-31 23:00:57,
6,2014-07-31 23:01:07,1
6,2014-07-31 23:01:17,
6,2014-07-31 23:01:28,
6,2014-07-31 23:01:38,
6,2014-07-31 23:01:48,
6,2014-07-31 23:01:59,
7,2014-07-31 23:02:09,
7,2014-07-31 23:02:19,
7,2014-07-31 23:02:30,1
7,2014-07-31 23:02:40,
7,2014-07-31 23:02:50,
7,2014-07-31 23:03:01,
7,2014-07-31 23:03:11,
7,2014-07-31 23:03:21,
7,2014-07-31 23:03:32,
7,2014-07-31 23:03:42,1
7,2014-07-31 23:03:52,
7,2014-07-31 23:04:03,
7,2014-07-31 23:04:13,
7,2014-07-31 23:04:23,
7,2014-07-31 23:04:34,
7,2014-07-31 23:04:44,
7,2014-07-31 23:04:54,
7,2014-07-31 23:05:05,
7,2014-07-31 23:05:15,
7,2014-07-31 23:05:25,
7,2014-07-31 23:05:36,
7,2014-07-31 23:05:46,
7,2014-07-31 23:05:56,
7,2014-07-31 23:06:06,
7,2014-07-31 23:06:17,
7,2014-07-31 23:06:27,
7,2014-07-31 23:06:37,
7,2014-07-31 23:06:48,
7,2014-07-31 23:06:58,
7,2014-07-31 23:07:08,
7,2014-07-31 23:07:19,
7,2014-07-31 23:07:29,
7,2014-07-31 23:07:39,
7,2014-07-31 23:07:50,
7,2014-07-31 23:08:00,
7,2014-07-31 23:08:10,
7,2014-07-31 23:08:21,
7,2014-07-31 23:08:31,
7,2014-07-31 23:08:41,
7,2014-07-31 23:08:52,
7,2014-07-31 23:09:02,
7,2014-07-31 23:09:12,
7,2014-07-31 23:09:23,
7,2014-07-31 23:09:33,
7,2014-07-31 23:09:43,
7,2014-07-31 23:09:54,
7,2014-07-31 23:10:04,
7,2014-07-31 23:10:14,
7,2014-07-31 23:10:25,
7,2014-07-31 23:10:35,
7,2014-07-31 23:10:45,
7,2014-07-31 23:10:56,
7,2014-07-31 23:11:06,
7,2014-07-31 23:11:16,
7,2014-07-31 23:11:27,
7,2014-07-31 23:11:37,
7,2014-07-31 23:11:47,
7,2014-07-31 23:11:58,
7,2014-07-31 23:12:08,
7,2014-07-31 23:12:18,
7,2014-07-31 23:12:29,
8,2014-07-31 23:12:39,
8,2014-07-31 23:12:49,
8,2014-07-31 23:13:00,
8,2014-07-31 23:13:10,
8,2014-07-31 23:13:20,
8,2014-07-31 23:13:30,
8,2014-07-31 23:13:41,
8,2014-07-31 23:13:51,
8,2014-07-31 23:14:01,
8,2014-07-31 23:14:12,
8,2014-07-31 23:14:22,
8,2014-07-31 23:14:32,
8,2014-07-31 23:14:43,
8,2014-07-31 23:14:53,
8,2014-07-31 23:15:03,
8,2014-07-31 23:15:14,
8,2014-07-31 23:15:24,
8,2014-07-31 23:15:34,
8,2014-07-31 23:15:45,
8,2014-07-31 23:15:55,
8,2014-07-31 23:16:05,
8,2014-07-31 23:16:16,
8,2014-07-31 23:16:26,
8,2014-07-31 23:16:36,
8,2014-07-31 23:16:47,
8,2014-07-31 23:16:57,
8,2014-07-31 23:17:07,
8,2014-07-31 23:17:18,
8,2014-07-31 23:17:28,
8,2014-07-31 23:17:38,
8,2014-07-31 23:17:49,
8,2014-07-31 23:17:59,
8,2014-07-31 23:18:09,
8,2014-07-31 23:18:20,
8,2014-07-31 23:18:30,
8,2014-07-31 23:18:40,
8,2014-07-31 23:18:51,
8,2014-07-31 23:19:01,
8,2014-07-31 23:19:11,
8,2014-07-31 23:19:22,
8,2014-07-31 23:19:32,
8,2014-07-31 23:19:42,
8,2014-07-31 23:19:53,
8,2014-07-31 23:20:03,
8,2014-07-31 23:20:13,
8,2014-07-31 23:20:24,
8,2014-07-31 23:20:34,
8,2014-07-31 23:20:44,
8,2014-07-31 23:20:54,
8,2014-07-31 23:21:05,
8,2014-07-31 23:21:15,
8,2014-07-31 23:21:25,
8,2014-07-31 23:21:36,
8,2014-07-31 23:21:46,
8,2014-07-31 23:21:56,
8,2014-07-31 23:22:07,
8,2014-07-31 23:22:17,
8,2014-07-31 23:22:27,
8,2014-07-31 23:22:38,
8,2014-07-31 23:22:48,
8,2014-07-31 23:22:58,
8,2014-07-31 23:23:09,
8,2014-07-31 23:23:19,
8,2014-07-31 23:23:29,
8,2014-07-31 23:23:40,
8,2014-07-31 23:23:50,
8,2014-07-31 23:24:00,
8,2014-07-31 23:24:11,
8,2014-07-31 23:24:21,
8,2014-07-31 23:24:31,
8,2014-07-31 23:24:42,
8,2014-07-31 23:24:52,
8,2014-07-31 23:25:02,
8,2014-07-31 23:25:13,
8,2014-07-31 23:25:23,
8,2014-07-31 23:25:33,
8,2014-07-31 23:25:44,
8,2014-07-31 23:25:54,
8,2014-07-31 23:26:04,
8,2014-07-31 23:26:15,
8,2014-07-31 23:26:25,
8,2014-07-31 23:26:35,
8,2014-07-31 23:26:46,
8,2014-07-31 23:26:56,
8,2014-07-31 23:27:06,
8,2014-07-31 23:27:17,
8,2014-07-31 23:27:27,
8,2014-07-31 23:27:37,
8,2014-07-31 23:27:48,
8,2014-07-31 23:27:58,
8,2014-07-31 23:28:08,
8,2014-07-31 23:28:18,
8,2014-07-31 23:28:29,
8,2014-07-31 23:28:39,
8,2014-07-31 23:28:49,
8,2014-07-31 23:29:00,
8,2014-07-31 23:29:10,
8,2014-07-31 23:29:20,
8,2014-07-31 23:29:31,
8,2014-07-31 23:29:41,
8,2014-07-31 23:29:51,
8,2014-07-31 23:30:02,
8,2014-07-31 23:30:12,
8,2014-07-31 23:30:22,
8,2014-07-31 23:30:33,
8,2014-07-31 23:30:43,
8,2014-07-31 23:30:53,
8,2014-07-31 23:31:04,
8,2014-07-31 23:31:14,
8,2014-07-31 23:31:24,
8,2014-07-31 23:31:35,
8,2014-07-31 23:31:45,
8,2014-07-31 23:31:55,
8,2014-07-31 23:32:06,
8,2014-07-31 23:32:16,
8,2014-07-31 23:32:26,
8,2014-07-31 23:32:37,
8,2014-07-31 23:32:47,
8,2014-07-31 23:32:57,
8,2014-07-31 23:33:08,
8,2014-07-31 23:33:18,
8,2014-07-31 23:33:28,
8,2014-07-31 23:33:39,
8,2014-07-31 23:33:49,
8,2014-07-31 23:33:59,
8,2014-07-31 23:34:10,
8,2014-07-31 23:34:20,
8,2014-07-31 23:34:30,
8,2014-07-31 23:34:41,
8,2014-07-31 23:34:51,
8,2014-07-31 23:35:01,
8,2014-07-31 23:35:12,
8,2014-07-31 23:35:22,
8,2014-07-31 23:35:32,
8,2014-07-31 23:35:42,
8,2014-07-31 23:35:53,
8,2014-07-31 23:36:03,
8,2014-07-31 23:36:13,
8,2014-07-31 23:36:24,
8,2014-07-31 23:36:34,
8,2014-07-31 23:36:44,
8,2014-07-31 23:36:55,
8,2014-07-31 23:37:05,
8,2014-07-31 23:37:15,
8,2014-07-31 23:37:26,
8,2014-07-31 23:37:36,
8,2014-07-31 23:37:46,
8,2014-07-31 23:37:57,
8,2014-07-31 23:38:07,
8,2014-07-31 23:38:17,
8,2014-07-31 23:38:28,
8,2014-07-31 23:38:38,
8,2014-07-31 23:38:48,
8,2014-07-31 23:38:59,
8,2014-07-31 23:39:09,
8,2014-07-31 23:39:19,
8,2014-07-31 23:39:30,
8,2014-07-31 23:39:40,
8,2014-07-31 23:39:50,
8,2014-07-31 23:40:01,
8,2014-07-31 23:40:11,
8,2014-07-31 23:40:21,
8,2014-07-31 23:40:32,
8,2014-07-31 23:40:42,
8,2014-07-31 23:40:52,
8,2014-07-31 23:41:03,
8,2014-07-31 23:41:13,
8,2014-07-31 23:41:23,
8,2014-07-31 23:41:34,
8,2014-07-31 23:41:44,
8,2014-07-31 23:41:54,
8,2014-07-31 23:42:05,
8,2014-07-31 23:42:15,
8,2014-07-31 23:42:25,
8,2014-07-31 23:42:36,
8,2014-07-31 23:42:46,
8,2014-07-31 23:42:56,
8,2014-07-31 23:43:07,
8,2014-07-31 23:43:17,
8,2014-07-31 23:43:27,
8,2014-07-31 23:43:37,
8,2014-07-31 23:43:48,
8,2014-07-31 23:43:58,
8,2014-07-31 23:44:08,
8,2014-07-31 23:44:19,
8,2014-07-31 23:44:29,
8,2014-07-31 23:44:39,
8,2014-07-31 23:44:50,
8,2014-07-31 23:45:00,
8,2014-07-31 23:45:10,
8,2014-07-31 23:45:21,
8,2014-07-31 23:45:31,
8,2014-07-31 23:45:41,
8,2014-07-31 23:45:52,
8,2014-07-31 23:46:02,
8,2014-07-31 23:46:12,
8,2014-07-31 23:46:23,
8,2014-07-31 23:46:33,
8,2014-07-31 23:46:43,
8,2014-07-31 23:46:54,
8,2014-07-31 23:47:04,
8,2014-07-31 23:47:14,
8,2014-07-31 23:47:25,
8,2014-07-31 23:47:35,
8,2014-07-31 23:47:45,
8,2014-07-31 23:47:56,
8,2014-07-31 23:48:06,
8,2014-07-31 23:48:16,
8,2014-07-31 23:48:27,
8,2014-07-31 23:48:37,
8,2014-07-31 23:48:47,1
8,2014-07-31 23:48:58,
8,2014-07-31 23:49:08,
8,2014-07-31 23:49:18,
8,2014-07-31 23:49:29,
8,2014-07-31 23:49:39,
8,2014-07-31 23:49:49,
8,2014-07-31 23:50:00,
8,2014-07-31 23:50:10,
8,2014-07-31 23:50:20,
8,2014-07-31 23:50:31,
8,2014-07-31 23:50:41,
8,2014-07-31 23:50:51,
8,2014-07-31 23:51:01,
8,2014-07-31 23:51:12,
8,2014-07-31 23:51:22,
8,2014-07-31 23:51:32,
8,2014-07-31 23:51:43,1
8,2014-07-31 23:51:53,
8,2014-07-31 23:52:03,
8,2014-07-31 23:52:14,1
8,2014-07-31 23:52:24,
8,2014-07-31 23:52:34,
8,2014-07-31 23:52:45,
8,2014-07-31 23:52:55,
8,2014-07-31 23:53:05,
8,2014-07-31 23:53:16,
8,2014-07-31 23:53:26,
8,2014-07-31 23:53:36,
8,2014-07-31 23:53:47,
8,2014-07-31 23:53:57,
